"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Vda Perdida Quantidade";"Vda Perdida Valor";"Venda % Partic.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %";"Peso Bruto";"Peso Brt % Partic.";"Peso Líquido";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Comissão";"Total Impostos";"ICMS s/ Venda";"PIS s/ Venda";"COFINS s/ Venda";"Outros Impostos";"IBS MUN s/ Venda";"IBS UF s/ Venda";"CBS s/ Venda";"IS s/ Venda"
"6,24";"CARLIN : OVOS MANTIQUEIRA GDE BCO C/10 HAPPY EGGS";"6910";"UN 1";"0,075";"0,98";"0,00";"0,25";"0,00";"25,32";"52,82";"34,57";"0,25";"0,00";"25,32";"0,000";"0,00";"0,000";"0,64";"0,64";"0,00";"0,00";"0,09";"0,00";"0,02";"0,07";"0,00";"0,00";"0,00";"0,00";"0,00"
"6,35";"CARLIN : OVOS MANTIQUEIRA GDE BCO PVC C/20";"6982";"UN 1";"2,211";"37,56";"0,11";"6,78";"0,07";"18,06";"37,57";"27,31";"6,78";"0,07";"18,06";"2,582";"0,18";"0,002";"27,30";"27,30";"0,00";"0,00";"3,47";"0,00";"0,62";"2,85";"0,00";"0,00";"0,00";"0,00";"0,00"
"6,69";"CARLIN : OVOS MANTIQUEIRA GDE BCO PVC C/30";"6851";"UN 1";"6,749";"114,66";"0,34";"12,95";"0,14";"11,29";"25,85";"20,54";"12,95";"0,14";"11,29";"11,608";"0,82";"0,007";"91,11";"91,11";"0,00";"0,00";"10,61";"0,00";"1,89";"8,71";"0,00";"0,00";"0,00";"0,00";"0,00"
"6,71";"CARLIN : OVOS MANTIQUEIRA GDE VERM C/10 HAPPY EGGS";"7039";"UN 1";"0,692";"6,92";"0,02";"0,05";"0,00";"0,66";"11,00";"9,91";"0,05";"0,00";"0,66";"0,466";"0,03";"0,001";"6,23";"6,23";"0,00";"0,00";"0,64";"0,00";"0,11";"0,53";"0,00";"0,00";"0,00";"0,00";"0,00"
"6,75";"CARLIN : OVOS MANTIQUEIRA GDE VERM C/20 HAPPY EGGS";"7123";"UN 1";"0,610";"12,19";"0,04";"1,31";"0,01";"10,71";"24,94";"19,96";"1,31";"0,01";"10,71";"0,732";"0,05";"0,001";"9,76";"9,76";"0,00";"0,00";"1,13";"0,00";"0,20";"0,93";"0,00";"0,00";"0,00";"0,00";"0,00"
"6,75";"CARLIN : OVOS MANTIQUEIRA GDE VERM PVC C/30";"7101";"UN 1";"0,064";"1,66";"0,00";"0,36";"0,00";"21,49";"44,39";"30,74";"0,36";"0,00";"21,49";"0,000";"0,00";"0,000";"1,15";"1,15";"0,00";"0,00";"0,15";"0,00";"0,03";"0,13";"0,00";"0,00";"0,00";"0,00";"0,00"
"6,78";"CARLIN : OVOS MANTIQUEIRA HAPPY EGGS C/20 CAIPIRA VERM";"7016";"UN 1";"0,419";"9,22";"0,03";"1,95";"0,02";"21,13";"43,63";"30,38";"1,95";"0,02";"21,13";"0,531";"0,04";"0,000";"6,42";"6,42";"0,00";"0,00";"0,85";"0,00";"0,15";"0,70";"0,00";"0,00";"0,00";"0,00";"0,00"
"7,31";"CARLIN : OVOS MANTIQUEIRA JUMBO BCO C/10 POLPA";"6840";"UN 1";"18,002";"179,84";"0,53";"48,89";"0,51";"27,19";"57,32";"36,44";"48,89";"0,51";"27,19";"14,366";"1,01";"0,018";"114,31";"114,31";"0,00";"0,00";"16,64";"0,00";"2,97";"13,67";"0,00";"0,00";"0,00";"0,00";"0,00"
"7,66";"CARLIN : OVOS MANTIQUEIRA JUMBO VERM C/10 POLPA";"6877";"UN 1";"12,021";"120,09";"0,35";"36,86";"0,39";"30,69";"66,50";"39,94";"36,86";"0,39";"30,69";"9,400";"0,66";"0,012";"72,13";"72,13";"0,00";"0,00";"11,11";"0,00";"1,98";"9,13";"0,00";"0,00";"0,00";"0,00";"0,00"
"7,86";"CARLIN : OVOS SANTA CLARA MÉDIO VERM C/30";"7075";"UN 1";"3,413";"68,23";"0,20";"20,96";"0,22";"30,72";"66,58";"39,97";"20,96";"0,22";"30,72";"5,082";"0,36";"0,003";"40,96";"40,96";"0,00";"0,00";"6,31";"0,00";"1,13";"5,19";"0,00";"0,00";"0,00";"0,00";"0,00"
"8,02";"CARLIN : PERA PORTUGUESA Kg";"479";"KG 1";"2,687";"53,71";"0,16";"9,78";"0,10";"18,21";"37,86";"27,46";"9,78";"0,10";"18,21";"0,003";"0,00";"0,003";"38,96";"38,96";"0,00";"0,00";"4,97";"0,00";"0,89";"4,08";"0,00";"0,00";"0,00";"0,00";"0,00"
"8,04";"CARLIN : PESSEGO IMPORTADO KG";"484";"KG 1";"0,230";"6,66";"0,02";"0,94";"0,01";"14,10";"30,47";"23,35";"0,94";"0,01";"14,10";"0,000";"0,00";"0,000";"5,10";"5,10";"0,00";"0,00";"0,62";"0,00";"0,11";"0,51";"0,00";"0,00";"0,00";"0,00";"0,00"
"8,04";"CARLIN : PINHA Kg";"514";"KG 1";"0,002";"0,04";"0,00";"0,01";"0,00";"24,07";"49,97";"33,32";"0,01";"0,00";"24,07";"0,000";"0,00";"0,000";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,14";"CARLIN : PÊSSEGO NACIONAL Kg";"485";"KG 1";"21,951";"372,95";"1,10";"137,23";"1,44";"36,80";"85,35";"46,05";"137,23";"1,44";"36,80";"0,022";"0,00";"0,022";"201,22";"201,22";"0,00";"0,00";"34,50";"0,00";"6,15";"28,34";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,15";"CARLIN : ROMÃ Kg";"529";"KG 1";"0,094";"3,30";"0,01";"0,40";"0,00";"12,16";"27,24";"21,41";"0,40";"0,00";"12,16";"0,000";"0,00";"0,000";"2,60";"2,60";"0,00";"0,00";"0,31";"0,00";"0,05";"0,25";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,39";"CARLIN : TANGERINA MORGOTE Kg";"575";"KG 1";"9,227";"82,95";"0,24";"11,84";"0,12";"14,28";"30,76";"23,53";"11,84";"0,12";"14,28";"0,009";"0,00";"0,009";"63,44";"63,44";"0,00";"0,00";"7,67";"0,00";"1,37";"6,30";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,53";"CARLIN : TANGERINA OLÉ Kg";"576";"KG 1";"11,750";"46,88";"0,14";"7,30";"0,08";"15,56";"33,00";"24,81";"7,30";"0,08";"15,56";"0,012";"0,00";"0,012";"35,25";"35,25";"0,00";"0,00";"4,34";"0,00";"0,77";"3,56";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,76";"CARLIN : TANGERINA PONKAN Kg";"577";"KG 1";"6,020";"78,20";"0,23";"18,29";"0,19";"23,39";"48,46";"32,64";"18,29";"0,19";"23,39";"0,006";"0,00";"0,006";"52,68";"52,68";"0,00";"0,00";"7,23";"0,00";"1,29";"5,94";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,76";"CARLIN : TANGERINA VERONA Kg";"582";"KG 1";"0,018";"0,17";"0,00";"0,03";"0,00";"15,11";"32,21";"24,36";"0,03";"0,00";"15,11";"0,000";"0,00";"0,000";"0,13";"0,13";"0,00";"0,00";"0,02";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,76";"CARLIN : TOMATE CAQUI Kg";"584";"KG 1";"0,010";"0,13";"0,00";"0,08";"0,00";"65,11";"290,09";"74,36";"0,08";"0,00";"65,11";"0,000";"0,00";"0,000";"0,03";"0,03";"0,00";"0,00";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00"
"9,76";"CARLIN : TOMATE CEREJA Kg";"586";"KG 1";"0,023";"0,58";"0,00";"0,35";"0,00";"59,37";"218,63";"68,62";"0,35";"0,00";"59,37";"0,000";"0,00";"0,000";"0,18";"0,18";"0,00";"0,00";"0,05";"0,00";"0,01";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00"
"10,23";"CARLIN : TOMATE PREMIUM MUSSATO 1Kg";"19623";"UN 1";"32,200";"160,68";"0,47";"26,68";"0,28";"16,60";"34,86";"25,85";"26,68";"0,28";"16,60";"32,812";"2,31";"0,032";"119,14";"119,14";"0,00";"0,00";"14,86";"0,00";"2,65";"12,21";"0,00";"0,00";"0,00";"0,00";"0,00"
"10,23";"CARLIN : TOMATE RASTEIRO EMB Kg";"17880";"KG 1";"0,044";"0,21";"0,00";"-0,05";"0,00";"-24,07";"-12,91";"-14,82";"-0,05";"0,00";"-24,07";"0,000";"0,00";"0,000";"0,24";"0,24";"0,00";"0,00";"0,02";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00"
"10,24";"CARLIN : TOMATE SECO 100g CENTRAL ";"18071";"UN 1";"0,240";"1,91";"0,01";"-0,18";"0,00";"-9,25";"0,00";"0,00";"-0,18";"0,00";"-9,25";"0,063";"0,00";"0,000";"1,91";"1,57";"0,00";"0,00";"0,52";"0,34";"0,03";"0,15";"0,00";"0,00";"0,00";"0,01";"0,00"
"10,25";"CARLIN : TOMATE TIPO GRAPE MUSSATO 180g";"18889";"UN 1";"1,768";"4,05";"0,01";"1,20";"0,01";"29,61";"63,57";"38,86";"1,20";"0,01";"29,61";"0,331";"0,02";"0,002";"2,48";"2,48";"0,00";"0,00";"0,37";"0,00";"0,07";"0,31";"0,00";"0,00";"0,00";"0,00";"0,00"
"10,25";"CARLIN : TOMATE TREBESCHI CONFEITES 250g";"20126";"UN 1";"0,051";"0,46";"0,00";"0,09";"0,00";"19,89";"41,13";"29,14";"0,09";"0,00";"19,89";"0,016";"0,00";"0,014";"0,33";"0,33";"0,00";"0,00";"0,04";"0,00";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"10,26";"CARLIN : UVA BRASIL RIBERFRUTAS 500g";"18896";"UN 1";"0,283";"4,24";"0,01";"1,02";"0,01";"24,04";"49,90";"33,29";"1,02";"0,01";"24,04";"0,149";"0,01";"0,000";"2,83";"2,83";"0,00";"0,00";"0,39";"0,00";"0,07";"0,32";"0,00";"0,00";"0,00";"0,00";"0,00"
"10,28";"CARLIN : UVA ISIS RIBERFRUTAS 500g";"18929";"UN 1";"0,483";"7,25";"0,02";"1,74";"0,02";"24,04";"49,90";"33,29";"1,74";"0,02";"24,04";"0,261";"0,02";"0,000";"4,83";"4,83";"0,00";"0,00";"0,67";"0,00";"0,12";"0,55";"0,00";"0,00";"0,00";"0,00";"0,00"
"10,30";"CARLIN : UVA RIBERFRUTAS 500g RUBI";"19237";"UN 1";"0,392";"5,88";"0,02";"1,41";"0,01";"24,04";"49,90";"33,29";"1,41";"0,01";"24,04";"0,204";"0,01";"0,000";"3,92";"3,92";"0,00";"0,00";"0,54";"0,00";"0,10";"0,45";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,31";"CARLIN : UVA ROSADA Kg";"596";"KG 1";"34,034";"680,33";"2,01";"493,11";"5,18";"72,48";"447,35";"81,73";"493,11";"5,18";"72,48";"0,034";"0,00";"0,034";"124,30";"124,30";"0,00";"0,00";"62,93";"0,00";"11,23";"51,71";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,43";"CARLIN : UVA VITÓRIA GOTA DE MEL 500g PREMIUM";"18880";"UN 1";"5,580";"39,00";"0,12";"10,29";"0,11";"26,37";"55,33";"35,62";"10,29";"0,11";"26,37";"0,006";"0,00";"0,006";"25,11";"25,11";"0,00";"0,00";"3,61";"0,00";"0,64";"2,96";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,44";"IARA : ABS INTIMUS INTERNO LV16PG15 MÉDIO";"2476";"UN 1";"0,111";"2,67";"0,01";"0,76";"0,01";"28,60";"60,90";"37,85";"0,76";"0,01";"28,60";"0,005";"0,00";"0,000";"1,66";"1,66";"0,00";"0,00";"0,25";"0,00";"0,04";"0,20";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,46";"IARA : ABS INTIMUS INTERNO LV16PG15 SUPER";"2477";"UN 1";"0,307";"7,36";"0,02";"2,10";"0,02";"28,60";"60,90";"37,85";"2,10";"0,02";"28,60";"0,014";"0,00";"0,000";"4,57";"4,57";"0,00";"0,00";"0,68";"0,00";"0,12";"0,56";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,48";"IARA : ABS MILI PROTEÇÃO TOTAL C/16LV+POR- SV C/ABAS";"1953";"UN 1";"0,699";"5,58";"0,02";"2,11";"0,02";"37,76";"88,72";"47,01";"2,11";"0,02";"37,76";"0,087";"0,01";"0,349";"2,96";"2,96";"0,00";"0,00";"0,52";"0,00";"0,09";"0,42";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,50";"IARA : ABS PROTETOR DIÁRIO MILI C/80 Un S/ABAS SUAVE";"2292";"UN 1";"0,422";"8,44";"0,02";"1,82";"0,02";"21,62";"44,65";"30,87";"1,82";"0,02";"21,62";"0,082";"0,01";"0,034";"5,83";"5,83";"0,00";"0,00";"0,78";"0,00";"0,14";"0,64";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,50";"IARA : ACENDEDOR BIC MEGA LIGHTER";"2242";"UN 1";"0,022";"0,60";"0,00";"0,06";"0,00";"9,80";"58,86";"37,05";"0,06";"0,00";"9,80";"0,000";"0,00";"0,000";"0,38";"0,38";"0,00";"0,00";"0,16";"0,11";"0,01";"0,05";"0,00";"0,00";"0,00";"0,01";"0,00"
"12,50";"IARA : ACIDIFI SALON LINE 240ml MEU LISO MAÇÃ VERDE";"3822";"UN 1";"0,030";"0,66";"0,00";"0,60";"0,01";"90,75";"";"100,00";"0,60";"0,01";"90,75";"0,008";"0,00";"0,008";"0,00";"0,00";"0,00";"0,00";"0,06";"0,00";"0,01";"0,05";"0,00";"0,00";"0,00";"0,01";"0,00"
"12,50";"IARA : AEROSOL PÓS-SOL CALAMED 150ml";"11537";"UN 1";"0,016";"0,57";"0,00";"0,11";"0,00";"19,91";"41,16";"29,16";"0,11";"0,00";"19,91";"0,002";"0,00";"0,002";"0,41";"0,41";"0,00";"0,00";"0,05";"0,00";"0,01";"0,04";"0,00";"0,00";"0,00";"0,01";"0,00"
"12,50";"IARA : ALGODÃO APOLO CX 25g";"14572";"UN 1";"0,251";"0,93";"0,00";"0,34";"0,00";"36,65";"106,15";"51,49";"0,34";"0,00";"36,65";"0,010";"0,00";"0,006";"0,45";"0,33";"0,00";"0,00";"0,25";"0,17";"0,02";"0,07";"0,00";"0,00";"0,00";"0,01";"0,00"
"12,51";"IARA : ALGODÃO COTTONBABY BOLA 50g COLORIDA";"6725";"UN 1";"0,298";"1,79";"0,01";"0,28";"0,00";"15,76";"75,45";"43,01";"0,28";"0,00";"15,76";"0,018";"0,00";"0,015";"1,02";"1,02";"0,00";"0,00";"0,49";"0,32";"0,03";"0,14";"0,00";"0,00";"0,00";"0,02";"0,00"
"12,51";"IARA : ALGODÃO COTTONBABY CX 25g";"6747";"UN 1";"0,250";"1,00";"0,00";"0,20";"0,00";"20,40";"91,04";"47,65";"0,20";"0,00";"20,40";"0,010";"0,00";"0,006";"0,52";"0,52";"0,00";"0,00";"0,27";"0,18";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"12,51";"IARA : ANTHURIUM VARIADO NATURA PT15";"8975";"UN 1";"0,010";"0,34";"0,00";"0,31";"0,00";"90,75";"";"100,00";"0,31";"0,00";"90,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,03";"0,00";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00"
"12,54";"IARA : AP BARB BIC COMFORT2 C/2 PELE NORMAL";"2915";"UN 1";"1,486";"8,90";"0,03";"3,33";"0,04";"37,40";"70,13";"41,22";"3,33";"0,04";"37,40";"0,021";"0,00";"0,201";"5,23";"4,75";"0,00";"0,00";"0,82";"0,00";"0,15";"0,68";"0,00";"0,00";"0,01";"0,08";"0,00"
"12,57";"IARA : AP BARB BIC COMFORT2 C/2 PELE SENSÍVEL";"2914";"UN 1";"1,544";"9,25";"0,03";"3,46";"0,04";"37,40";"70,13";"41,22";"3,46";"0,04";"37,40";"0,022";"0,00";"0,208";"5,44";"4,94";"0,00";"0,00";"0,86";"0,00";"0,15";"0,70";"0,00";"0,00";"0,01";"0,08";"0,00"
"12,60";"IARA : AP BARB BIC COMFORT3 HYBRID 1AP + 6REFIL";"2967";"UN 1";"0,289";"9,55";"0,03";"3,25";"0,03";"34,08";"60,15";"37,56";"3,25";"0,03";"34,08";"0,014";"0,00";"0,003";"5,96";"5,41";"0,00";"0,00";"0,88";"0,00";"0,16";"0,73";"0,00";"0,00";"0,01";"0,09";"0,00"
"12,63";"IARA : AP BARB BIC SENSITIVE C/2 SHAVER";"2889";"UN 1";"2,347";"9,36";"0,03";"3,81";"0,04";"40,69";"81,29";"44,84";"3,81";"0,04";"40,69";"0,031";"0,00";"0,002";"5,16";"4,69";"0,00";"0,00";"0,87";"0,00";"0,15";"0,71";"0,00";"0,00";"0,01";"0,08";"0,00"
"12,64";"IARA : AP BARB GILLETTE MACH3 UNI ACQUA SENS";"14756";"UN 1";"0,116";"3,13";"0,01";"0,93";"0,01";"29,62";"63,58";"38,87";"0,93";"0,01";"29,62";"0,006";"0,00";"0,000";"1,91";"1,91";"0,00";"0,00";"0,29";"0,00";"0,05";"0,24";"0,00";"0,00";"0,00";"0,03";"0,00"
"12,70";"IARA : AP BARB PRESTOBARBA ULTRAGRIP C/2un CF";"9373";"UN 1";"1,957";"21,51";"0,06";"10,29";"0,11";"47,83";"111,43";"52,70";"10,29";"0,11";"47,83";"0,035";"0,00";"0,002";"10,17";"9,23";"0,00";"0,00";"1,99";"0,00";"0,35";"1,63";"0,00";"0,00";"0,02";"0,19";"0,00"
"12,74";"IARA : AP BARB PRESTOBARBA2 ULTRAGRIP C/2 SENSITIVE";"9380";"UN 1";"1,205";"13,24";"0,04";"5,74";"0,06";"43,37";"111,05";"52,62";"5,74";"0,06";"43,37";"0,019";"0,00";"0,001";"6,27";"6,27";"0,00";"0,00";"1,22";"0,00";"0,22";"1,01";"0,00";"0,00";"0,01";"0,12";"0,00"
"12,76";"IARA : AP BARB PRESTOBARBA3 C/1 CARBONO";"9613";"UN 1";"0,680";"5,43";"0,02";"4,93";"0,05";"90,75";"";"100,00";"4,93";"0,05";"90,75";"0,009";"0,00";"0,008";"0,00";"0,00";"0,00";"0,00";"0,50";"0,00";"0,09";"0,41";"0,00";"0,00";"0,01";"0,05";"0,00"
"12,79";"IARA : AP BARB PRESTOBARBA3 C/1 CHAMP";"9610";"UN 1";"1,387";"11,08";"0,03";"4,54";"0,05";"41,00";"82,42";"45,18";"4,54";"0,05";"41,00";"0,018";"0,00";"0,017";"6,08";"5,51";"0,00";"0,00";"1,03";"0,00";"0,18";"0,84";"0,00";"0,00";"0,01";"0,10";"0,00"
"12,81";"IARA : AP BARB PRESTOBARBA3 C/2 SENSITIVE";"9323";"UN 1";"0,286";"7,43";"0,02";"2,69";"0,03";"36,20";"66,37";"39,89";"2,69";"0,03";"36,20";"0,010";"0,00";"0,000";"4,46";"4,05";"0,00";"0,00";"0,69";"0,00";"0,12";"0,56";"0,00";"0,00";"0,01";"0,07";"0,00"
"12,82";"IARA : AP BARB PRESTOBARBA3 C/4 EXTRA SUAVE PG-";"9462";"UN 1";"0,070";"2,80";"0,01";"0,97";"0,01";"34,48";"61,28";"38,00";"0,97";"0,01";"34,48";"0,005";"0,00";"0,000";"1,74";"1,58";"0,00";"0,00";"0,26";"0,00";"0,05";"0,21";"0,00";"0,00";"0,00";"0,03";"0,00"
"12,84";"IARA : AP BARB PRESTOBARBA3 PG- C/4 CARBONO";"9474";"UN 1";"0,189";"7,56";"0,02";"2,62";"0,03";"34,72";"61,97";"38,26";"2,62";"0,03";"34,72";"0,013";"0,00";"0,009";"4,66";"4,23";"0,00";"0,00";"0,70";"0,00";"0,12";"0,57";"0,00";"0,00";"0,01";"0,07";"0,00"
"12,86";"IARA : AP DEP BIC SOLEIL FEM C/2 SHAVE E TRIM";"2965";"UN 1";"0,345";"6,56";"0,02";"2,22";"0,02";"33,83";"59,45";"37,28";"2,22";"0,02";"33,83";"0,014";"0,00";"0,016";"4,11";"3,73";"0,00";"0,00";"0,61";"0,00";"0,11";"0,50";"0,00";"0,00";"0,01";"0,06";"0,00"
"12,87";"IARA : AP DEP BIC SOLEIL SENSIT 1AP + 5REFIL";"2972";"UN 1";"0,130";"4,29";"0,01";"3,89";"0,04";"90,75";"";"100,00";"3,89";"0,04";"90,75";"0,006";"0,00";"0,006";"0,00";"0,00";"0,00";"0,00";"0,40";"0,00";"0,07";"0,33";"0,00";"0,00";"0,00";"0,04";"0,00"
"12,89";"IARA : AP DEP GILLETTE VÊNUS C/2 ÍNTIMA";"9044";"UN 1";"0,176";"5,29";"0,02";"2,28";"0,02";"43,08";"90,39";"47,48";"2,28";"0,02";"43,08";"0,007";"0,00";"0,004";"2,78";"2,52";"0,00";"0,00";"0,49";"0,00";"0,09";"0,40";"0,00";"0,00";"0,01";"0,05";"0,00"
"12,90";"IARA : AP DEP GILLETTE VÊNUS C/4 SENSI LV+PG-";"9998";"UN 1";"0,045";"1,95";"0,01";"0,79";"0,01";"40,20";"79,51";"44,29";"0,79";"0,01";"40,20";"0,003";"0,00";"0,003";"1,09";"0,99";"0,00";"0,00";"0,18";"0,00";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"12,92";"IARA : AP DEP PRESTOBARBA3 LV4PG3 ROSA";"9468";"UN 1";"0,156";"6,25";"0,02";"1,61";"0,02";"25,83";"54,03";"35,08";"1,61";"0,02";"25,83";"0,010";"0,00";"0,000";"4,06";"4,06";"0,00";"0,00";"0,58";"0,00";"0,10";"0,47";"0,00";"0,00";"0,01";"0,06";"0,00"
"12,97";"IARA : APARELHO DEPILADOR BIC SOLEIL C/1 FEMININO";"2899";"UN 1";"2,235";"17,86";"0,05";"7,16";"0,08";"40,09";"79,15";"44,18";"7,16";"0,08";"40,09";"0,034";"0,00";"0,002";"9,97";"9,04";"0,00";"0,00";"1,65";"0,00";"0,29";"1,36";"0,00";"0,00";"0,02";"0,16";"0,00"
"12,98";"IARA : AREIA BAW WAW SANIT GATOS PERF 4Kg";"3968";"UN 1";"0,282";"3,10";"0,01";"0,90";"0,01";"29,01";"70,12";"41,22";"0,90";"0,01";"29,01";"1,141";"0,08";"1,127";"1,82";"1,35";"0,00";"0,00";"0,84";"0,56";"0,05";"0,24";"0,00";"0,00";"0,00";"0,03";"0,00"
"12,99";"IARA : AREIA SANIT HONEYPET GATOS 4Kg TRAND";"12977";"UN 1";"0,260";"2,34";"0,01";"0,79";"0,01";"33,60";"90,06";"47,39";"0,79";"0,01";"33,60";"1,055";"0,07";"1,042";"1,23";"0,92";"0,00";"0,00";"0,64";"0,42";"0,04";"0,18";"0,00";"0,00";"0,00";"0,02";"0,00"
"13,00";"IARA : ASSAD FORTLAR C/FDO REMOV Nº25 ";"1565";"UN 1";"0,056";"3,33";"0,01";"0,28";"0,00";"8,54";"55,74";"35,79";"0,28";"0,00";"8,54";"0,013";"0,00";"0,013";"2,14";"2,14";"0,00";"0,00";"0,91";"0,60";"0,05";"0,25";"0,00";"0,00";"0,00";"0,03";"0,00"
"13,00";"IARA : ASSAD MARINEX SELETTA C/AL 3,5L RETANG";"10245";"UN 1";"0,030";"1,05";"0,00";"0,76";"0,01";"72,75";"";"100,00";"0,76";"0,01";"72,75";"0,000";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,29";"0,19";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"13,00";"IARA : AUTO AROMATIZANTE AROMASIL GEL 60g CARRO NOVO";"1430";"UN 1";"0,060";"0,66";"0,00";"0,48";"0,01";"72,75";"";"100,00";"0,48";"0,01";"72,75";"0,005";"0,00";"0,004";"0,00";"0,00";"0,00";"0,00";"0,18";"0,12";"0,01";"0,05";"0,00";"0,00";"0,00";"0,01";"0,00"
"13,01";"IARA : AUTO CERA MUNDIAL PRIME PASTA 200g";"850";"UN 1";"0,109";"2,07";"0,01";"0,30";"0,00";"14,71";"72,28";"41,96";"0,30";"0,00";"14,71";"0,028";"0,00";"0,022";"1,20";"1,20";"0,00";"0,00";"0,56";"0,37";"0,03";"0,16";"0,00";"0,00";"0,00";"0,02";"0,00"
"13,02";"IARA : AUTO CERABRILL PASTA 200g";"4294";"UN 1";"0,152";"3,04";"0,01";"0,36";"0,00";"11,92";"64,39";"39,17";"0,36";"0,00";"11,92";"0,040";"0,00";"0,030";"1,85";"1,85";"0,00";"0,00";"0,83";"0,55";"0,05";"0,23";"0,00";"0,00";"0,00";"0,03";"0,00"
"13,02";"IARA : AUTO ESTOPA FLANELIN BRANCA 150g";"3503";"UN 1";"0,180";"0,90";"0,00";"0,65";"0,01";"72,75";"";"100,00";"0,65";"0,01";"72,75";"0,028";"0,00";"0,000";"0,00";"0,00";"0,00";"0,00";"0,24";"0,16";"0,01";"0,07";"0,00";"0,00";"0,00";"0,01";"0,00"
"13,02";"IARA : AUTO LAVA AUTOS LUXCAR NEUTRO 500ml CONCENTRADO";"5098";"UN 1";"0,050";"1,00";"0,00";"0,49";"0,01";"48,48";"136,57";"57,73";"0,49";"0,01";"48,48";"0,029";"0,00";"0,025";"0,42";"0,42";"0,00";"0,00";"0,09";"0,00";"0,02";"0,08";"0,00";"0,00";"0,00";"0,01";"0,00"
"13,02";"IARA : AUTO LAVA AUTOS RODABRILL 500ml C/ CERA E CARNA";"4438";"UN 1";"0,078";"1,40";"0,00";"0,39";"0,00";"27,89";"59,09";"37,14";"0,39";"0,00";"27,89";"0,000";"0,00";"0,000";"0,88";"0,88";"0,00";"0,00";"0,13";"0,00";"0,02";"0,11";"0,00";"0,00";"0,00";"0,01";"0,00"
"13,03";"IARA : AUTO LAVA C/CERA PROAUTO 500 ml";"6647";"UN 1";"0,192";"3,84";"0,01";"1,11";"0,01";"28,97";"61,86";"38,22";"1,11";"0,01";"28,97";"0,107";"0,01";"0,000";"2,37";"2,37";"0,00";"0,00";"0,36";"0,00";"0,06";"0,29";"0,00";"0,00";"0,00";"0,03";"0,00"
"13,04";"IARA : AUTO PROTETIVO RADIADOR LUXCAR 1L RADI LUX";"5138";"UN 1";"0,100";"2,00";"0,01";"0,57";"0,01";"28,38";"125,37";"55,63";"0,57";"0,01";"28,38";"0,108";"0,01";"0,000";"0,89";"0,89";"0,00";"0,00";"0,54";"0,36";"0,03";"0,15";"0,00";"0,00";"0,00";"0,02";"0,00"
"13,04";"IARA : AUTO RODABRISA GEL LAVANDA 60g";"4765";"UN 1";"0,127";"1,39";"0,00";"0,17";"0,00";"12,50";"65,97";"39,75";"0,17";"0,00";"12,50";"0,009";"0,00";"0,008";"0,84";"0,84";"0,00";"0,00";"0,38";"0,25";"0,02";"0,11";"0,00";"0,00";"0,00";"0,01";"0,00"
"13,04";"IARA : AUTO RODABRISA GEL MARINE 60g";"4764";"UN 1";"0,077";"0,85";"0,00";"0,11";"0,00";"12,50";"65,97";"39,75";"0,11";"0,00";"12,50";"0,006";"0,00";"0,005";"0,51";"0,51";"0,00";"0,00";"0,23";"0,15";"0,01";"0,06";"0,00";"0,00";"0,00";"0,01";"0,00"
"13,04";"IARA : AUTO SILIC BUCAS TRAD 100ml";"4271";"UN 1";"0,093";"1,21";"0,00";"0,16";"0,00";"13,00";"67,36";"40,25";"0,16";"0,00";"13,00";"0,010";"0,00";"0,009";"0,72";"0,72";"0,00";"0,00";"0,33";"0,22";"0,02";"0,09";"0,00";"0,00";"0,00";"0,01";"0,00"
